ISBN,Title,Author,Year-Of-Publication,Publisher,Genre,Description,Average_rating,Ratings_count,Image-URL-S,Image-URL-M,Image-URL-L
1400046130,If a Place Can Make You Cry : Dispatches from an Anxious State,DANIEL GORDIS,2002,Crown,Nonfiction,"In the summer of 1998, Daniel Gordis and his family moved to Israel from Los Angeles. They planned to be there for a year, during which time Daniel would be a Fellow at the Mandel Institute in Jerusalem. This was a euphoric time in Israel. The economy was booming, and peace seemed virtually guaranteed. A few months into their stay, Gordis and his wife decided to remain in Israel permanently, confident that their children would be among the first generation of Israelis to grow up in peace.,Immediately after arriving in Israel, Daniel had started sending out e-mails about his and his familyâ€™s life to friends and family abroad. These missivesâ€”passionate, thoughtful, beautifully written, and informativeâ€”began reaching a much broader readership than heâ€™d ever envisioned, eventually being excerpted in The New York Times Magazine to much acclaim. An edited and finely crafted collection of his original e-mails, ,If a Place Can Make You Cry, is a first-person, immediate account of Israelâ€™s post-Oslo meltdown that cuts through the rhetoric and stridency of most dispatches from that country or from the international media. ,Above all, Gordis tells the story of a family that must cope with the sudden realization that they took their children from a serene and secure neighborhood in Los Angeles to an Israel not at peace but mired in war. This is the chronicle of a loss of innocenceâ€”the innocence of Daniel and his wife, and of their children. Ultimately, through Gordisâ€™s eyes, Israel, with all its beauty, madness, violence, and history, comes to life in a way weâ€™ve never quite seen before.,Daniel Gordis captures as no one has the years leading up to what every Israeli dreaded: on April 1, 2002, Prime Minister Ariel Sharon declared that Israel was at war. After an almost endless cycle of suicide bombings and harsh retaliation, any remaining chance for peace had seemingly died.,If a Place Can Make You Cry, is the story of a time in which peace gave way to war, when childhood innocence evaporated in the heat of hatred, when it became difficult even to hope. Like countless other Israeli parents, Gordis and his wife struggled to make their childrenâ€™s lives manageable and meaningful, despite it all. This is a book about what their children gained, what they lost, and how, in the midst of everything, a whole family learned time and again what really matters.,From the Hardcover edition.",4.24,158,http://images.amazon.com/images/P/1400046130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400046130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400046130.01.LZZZZZZZ.jpg
1580170757,Making Herbal Dream Pillows : Secret Blends for Pleasant Dreams (The Spirit of Aromatherapy),Jim Long,1998,Storey Books,Crafts,"Discover how you can use herbs to promote positive and healthy dreams. In this inspiring guide, Jim Long shows you how to craft a variety of herbal mixtures that can be tucked into your pillowcase to encourage dreaming experiences that reduce stress, boost creativity, inspire romance, and more. Youâ€™ll gain an understanding of how specific herbs can affect your dreaming mindset and learn how to customize a dream pillow that is suited to your individual needs.",4.06,34,http://images.amazon.com/images/P/1580170757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580170757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580170757.01.LZZZZZZZ.jpg
3518389742,Heldenplatz.,Thomas Bernhard,1995,Suhrkamp,Classics,"Am 15. MÃ¤rz 1938 verkÃ¼ndete Adolf Hitler unter den Jubelrufen der anwesenden Wiener auf dem Heldenplatz den Â»AnschluÃŸÂ« Ã–sterreichs an Deutschland. 50 Jahre spÃ¤ter versammeln sich in einer Wohnung in der NÃ¤he des Heldenplatzes die Familie Schuster und deren engste Freunde. Der AnlaÃŸ: das BegrÃ¤bnis von Professor Josef Schuster. FÃ¼r diesen philosophischen Kopf, von den Nazis verjagt, in den fÃ¼nfziger Jahren auf Bitten des Wiener BÃ¼rgermeisters aus Oxford auf seinen Lehrstuhl zurÃ¼ckgekehrt, gab es keinen anderen Ausweg als den Selbstmord. Denn die Situation im gegenwÃ¤rtigen Ã–sterreich sei Â»noch viel schlimmer als vor fÃ¼nfzig JahrenÂ«.",3.89,1081,http://images.amazon.com/images/P/3518389742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518389742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518389742.01.LZZZZZZZ.jpg
1551661462,Bride Of The Tiger,Heather Graham Pozzessere,1996,Mira,Romance,"Rafe Tyler needs answers. Two years ago, his brother was lured into danger by Tara Hillâ€™s bewitching beauty, and he disappeared. Rafe has to know what really happened, and he can only find out by being as ruthless as he believes Tara was.",3.67,166,http://images.amazon.com/images/P/1551661462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551661462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551661462.01.LZZZZZZZ.jpg
1565650476,Your Guide to the Sky,Rick Shaffer,1994,McGraw-Hill,Science,"With simple and practical instructions, beginning astronomers will learn to locate comets, planets, and galaxies.",3.63,19,http://images.amazon.com/images/P/1565650476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565650476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565650476.01.LZZZZZZZ.jpg
1582341958,Mangoes and Quince,Carol Field,2002,Bloomsbury Publishing (NY),Fiction,"An intoxicating novel about a woman who seduces an entire city with the exotic fare she creates in her home-run restaurant.,Best-selling cookbook author Carol Field turns her talent to fiction in ,Mangoes and Quince,. A feast of the imagination, Mangoes and Quince tells the story of Miranda, abandoned in Amsterdam by her husband Anton, who disappeared into the South Seas. Marooned, but restlessly inspired, Miranda expresses her passion by cooking. But as the restaurant she builds in Anton's ancestral home grows increasingly popular-and along with it, Miranda-her daughter Diana recedes into a world of longing for her lost father.,Under the spell of a manipulative anthropologist, Diana sneaks into her father's two locked private rooms and unearths a trove of strange, local fetishes. Tucked within one sculpture, Diana finds a note from her father. . .,Part mystery, part love story, part family drama-and with original recipes scattered throughout-Mangoes and Quince is a lush and sensuous tale, sure to please.",2.87,138,http://images.amazon.com/images/P/1582341958.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582341958.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582341958.01.LZZZZZZZ.jpg
1555173497,The Restored Gospel According to C.S. Lewis,Nathan Jensen,1998,Cedar Fort,Religion,"If you are not familiar with the writings of C.S. Lewis, this book will startle you. If you are familiar with his works, no doubt you have already been startled. Either way, this book will cause you to consider things that you have not before considered. ,This is not simply a book about C.S. Lewis, nor just about his writings in relation to the gospel of Christ. No, this book is a testimony that those of any religion who truly seek high and low for truth will find it -- or it will find them.",3.64,25,http://images.amazon.com/images/P/1555173497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555173497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555173497.01.LZZZZZZZ.jpg
3150000475,Die Jungfrau Von Orleans,Schiller,0,"Philipp Reclam, Jun Verlag GmbH",Classics,"Mit seinem 1801 erschienenen und uraufgefÃ¼hrten Drama Die Jungfrau von Orleans hatte Friedrich Schiller zu seinen Lebzeiten groÃŸen Erfolg. Die Geschichte des lothringischen BauernmÃ¤dchens Johanna von Orleans, das â€“ unter Berufung auf gÃ¶ttliche Eingebung â€“ die franzÃ¶sischen Truppen von Sieg zu Sieg fÃ¼hrte, dann in die HÃ¤nde der EnglÃ¤nder fiel und 1431 als Hexe verbrannt wurde, rÃ¼ckt Schiller aus den Grenzen des bloÃŸen Geschichtsdramas heraus â€“ Johanna wird bei Schiller nicht auf dem Scheiterhaufen verbrannt, sondern erlebt die Apotheose auf dem Schlachtfeld.,Formal nimmt diese ""romantische TragÃ¶die"" eine Sonderstellung in Schillers Werk ein: die dramatische Entwicklung wird durch lyrische Passagen unterbrochen, die Versformen sind ungewÃ¶hnlich vielfÃ¤ltig und reichen vom Blankvers Ã¼ber die feierliche Form der Stanze bis hin zum jambischen Trimeter, dem Dramenvers der antiken TragÃ¶die.,Text in neuer Rechtschreibung. â€“ Mit Anmerkungen von Ulrich Karthaus und einer Zeittafel der historischen Ereignisse.,Nach oben",3.54,972,http://images.amazon.com/images/P/3150000475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150000475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150000475.01.LZZZZZZZ.jpg
1874166420,Introducing Chomsky,John C. Maher,1997,Totem Books,Sequential Art,"The epoch-making theories of linguist Noam Chomsky maintain that the human brain has an innate language faculty, and that part of this biological endowment is a ""universal grammar,"" a theory of principles common to all languages. Thus, all human languages and the ways in which children learn them are similar. Introducing Chomsky traces Chomsky's understanding of the cognitive recognition involved in the use of language, and the technical apparatus needed to represent it. The book also describes Chomsky's radical critique of the institutions of power and the pathways of oppression, and his commitment to freedom and justice.",3.67,484,http://images.amazon.com/images/P/1874166420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1874166420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1874166420.01.LZZZZZZZ.jpg
1577349229,"Warriors of Cumorah (Heimerdinger, Chris. Tennis Shoes Series.)",Chris Heimerdinger,2001,Covenant Communications,Fantasy,"When Becky and Josh Plimpton are kidnapped by Todd Finlay, Megan and her two suitors, Ryan and Apollus, attempt to rescue them, but through the mysterious powers of the Rainbow Room, one group ends up in nineteenth-century Jerusalem and the other in central America hundreds of years after the visitation of the Savior to the Nephites.",4.2,3591,http://images.amazon.com/images/P/1577349229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577349229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577349229.01.LZZZZZZZ.jpg
1577344189,The Lost Scrolls: Continuing the Adventure of Tennis Shoes and the Seven Churches (Tennis Shoes Adventure Series),Chris Heimerdinger,1999,Covenant Communications,Fantasy,Harry and Meagan face the awesome challenges of courage and survival in the hostile world of Jerusalem in 70 A.D.,4.15,4376,http://images.amazon.com/images/P/1577344189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577344189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577344189.01.LZZZZZZZ.jpg
1577344987,The golden crown: A novel (Tennis shoes adventure series),Chris Heimerdinger,1999,Covenant Communications,Fantasy,"Hang on to your seats as the heart-pounding adventure of Harry Hawkins and Meagan Sorenson in the land of Jerusalem and the world of the Romans races toward its thrilling conclusion.,In a nightmarish twist of events, Harry finds himself in the midst of unforeseen enemies who seek to separate him from all he holds dear. To make matters worse, Garth Plimpton and Meagan are forced to make choices that could leave Harry permanently lost in time.,Harry's father and Meagan's mother enter the fray to save their families, while Harry knows that to survive he must somehow reach a land where resides a true apostle of the Lord Jesus Christ. ""We're all on a golden journey,"" Harry comes to learn, ""inspired by golden dreams, and at the end awaits a golden crown of righteousness.""",4.18,4033,http://images.amazon.com/images/P/1577344987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577344987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577344987.01.LZZZZZZZ.jpg
1558705341,Crafting Your Own Heritage Album,Bev Kirschner Braun,2000,North Light Books,Nonfiction,"Learn to create an elegant album of family history that weaves genealogy, family lore and tradition with cherished photos, documents and memorabilia.",3.79,29,http://images.amazon.com/images/P/1558705341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558705341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558705341.01.LZZZZZZZ.jpg
1564147088,The Fairy-Faith in Celtic Countries,W. Y. Evans-Wentz,2004,New Page Books,Cultural,"This magnificent book is a collection of stories, anecdotes, and legends from all six of the regions where celtic ways have persisted in the modern world.",4.09,1448,http://images.amazon.com/images/P/1564147088.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564147088.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564147088.01.LZZZZZZZ.jpg
1859580173,Irish Fairy Book,Alfred Perceval Graves,1994,Senate,Fantasy,"Welcome to a world of wild banshees, leprechauns, mermaids, battle-tested kings, churchyard demons, and treasure-guarding cats. This is the world of the Irish fairy tale, a magical realm kept alive by generations of storytellers and their avid listeners. As Alfred Perceval Graves, author of the ballad ""Father O'Flynn"" and a former president of the Irish Literary Society, wrote in the introduction, ""The truth is that the Gaelic peasant, Scotch and Irish, is a mystic, and believes not only in this world, and the world to come, but in that other world which is the world of Faery, and which exercises an extraordinary influence upon many actions of his life."" In The Irish Fairy Book, Graves has collected Ireland's best-loved fairy tales written by some of its favorite authors. Included are W.B. Yeats' ""The Stolen Child,"" Lady Gregory's ""Cuchulain of Muirthemne,"" Standish James O'Grady's ""The Coming of Finn,"" Lady Wilde's ""The Horned Women"" and ""The Demon Cat,"" and many more. Illustrations by George Dunham add a delightful touch to this charming collection.",3.81,128,http://images.amazon.com/images/P/1859580173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1859580173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1859580173.01.LZZZZZZZ.jpg
